      Step     Time          Energy         fmax
BFGS:    0 03:43:44     -955.408193        1.8337
BFGS:    1 04:04:01     -955.660106        1.2886
BFGS:    2 04:21:39     -955.803201        0.7037
BFGS:    3 04:38:19     -955.868600        0.7362
BFGS:    4 04:55:00     -955.933299        0.3192
BFGS:    5 05:08:01     -955.961318        0.2468
BFGS:    6 05:21:58     -955.985676        0.2555
BFGS:    7 05:35:56     -956.003737        0.2613
BFGS:    8 05:49:00     -956.019855        0.2219
BFGS:    9 06:00:13     -956.032775        0.1729
BFGS:   10 06:11:26     -956.044793        0.1925
BFGS:   11 06:22:41     -956.057068        0.1895
BFGS:   12 06:33:54     -956.068431        0.1750
BFGS:   13 06:47:52     -956.081654        0.1452
BFGS:   14 07:01:50     -956.089883        0.1592
BFGS:   15 07:12:09     -956.096868        0.1667
BFGS:   16 07:26:08     -956.107832        0.1464
BFGS:   17 07:39:11     -956.113759        0.1382
BFGS:   18 07:54:55     -956.120042        0.1455
BFGS:   19 08:07:59     -956.125019        0.1296
BFGS:   20 08:19:13     -956.129765        0.1160
BFGS:   21 08:32:16     -956.135098        0.0782
BFGS:   22 08:42:36     -956.138324        0.0840
BFGS:   23 08:53:49     -956.141340        0.0694
BFGS:   24 09:05:57     -956.143427        0.0586
BFGS:   25 09:19:02     -956.145591        0.0739
BFGS:   26 09:32:04     -956.146290        0.0773
BFGS:   27 09:42:23     -956.147874        0.0907
BFGS:   28 09:55:26     -956.149967        0.0781
BFGS:   29 10:03:56     -956.150962        0.0764
BFGS:   30 10:15:11     -956.153718        0.0739
BFGS:   31 10:28:13     -956.155306        0.0646
BFGS:   32 10:43:05     -956.156286        0.0716
BFGS:   33 10:52:30     -956.157429        0.0592
BFGS:   34 11:06:26     -956.157394        0.0991
BFGS:   35 11:17:39     -956.159880        0.0390
BFGS:   36 11:25:15     -956.160339        0.0311
BFGS:   37 11:36:29     -956.161185        0.0266
BFGS:   38 11:44:59     -956.161582        0.0287
BFGS:   39 11:51:41     -956.161907        0.0306
BFGS:   40 12:06:34     -956.149730        0.1243
BFGS:   41 12:20:31     -956.162363        0.0331
BFGS:   42 12:30:49     -956.162320        0.0236
BFGS:   43 12:39:19     -956.162549        0.0208
BFGS:   44 12:47:49     -956.162851        0.0230
BFGS:   45 12:59:02     -956.163344        0.0369
BFGS:   46 13:11:09     -956.163670        0.0434
BFGS:   47 13:20:34     -956.164168        0.0428
BFGS:   48 13:29:04     -956.164628        0.0325
BFGS:   49 13:38:28     -956.164976        0.0235
BFGS:   50 13:47:52     -956.165308        0.0223
BFGS:   51 14:00:54     -956.165713        0.0264
BFGS:   52 14:07:35     -956.165927        0.0201
BFGS:   53 14:16:59     -956.166279        0.0175
BFGS:   54 14:23:40     -956.166435        0.0161
BFGS:   55 14:33:59     -956.166572        0.0170
      Step     Time          Energy         fmax
BFGS:    0 14:33:59     -956.166572        0.0170
BFGS:    1 14:37:57     -956.166645        0.0237
BFGS:    2 14:45:33     -956.166698        0.0638
BFGS:    3 14:50:25     -956.166796        0.0369
BFGS:    4 15:04:22     -956.165489        0.3112
BFGS:    5 15:19:13     -956.166828        0.0545
BFGS:    6 15:23:11     -956.166894        0.0355
BFGS:    7 15:35:19     -956.160083        0.5527
BFGS:    8 15:48:21     -956.166928        0.0435
BFGS:    9 15:52:19     -956.166983        0.0261
BFGS:   10 16:19:50     -955.764840        3.8561
BFGS:   11 16:38:19     -956.166455        0.0868
BFGS:   12 16:45:54     -956.167006        0.0279
BFGS:   13 16:49:52     -956.167074        0.0234
BFGS:   14 17:08:20     -955.901404        2.9362
BFGS:   15 17:25:01     -956.166906        0.0824
BFGS:   16 17:32:37     -956.166993        0.0315
BFGS:   17 17:37:29     -956.167052        0.0316
BFGS:   18 17:47:49     -956.165225        0.3019
BFGS:   19 17:59:03     -956.167141        0.0460
BFGS:   20 18:03:01     -956.167186        0.0344
BFGS:   21 18:15:09     -956.166881        0.1566
BFGS:   22 18:25:28     -956.167213        0.0266
BFGS:   23 18:29:26     -956.167265        0.0313
BFGS:   24 18:36:08     -956.167216        0.0409
BFGS:   25 18:40:06     -956.167322        0.0572
BFGS:   26 18:47:41     -956.167113        0.0848
BFGS:   27 18:52:33     -956.167347        0.0968
BFGS:   28 19:06:30     -956.052323        1.6896
BFGS:   29 19:21:22     -956.167090        0.0744
BFGS:   30 19:26:14     -956.167224        0.0456
BFGS:   31 19:39:17     -956.163104        0.3852
BFGS:   32 19:52:20     -956.167288        0.0373
BFGS:   33 19:56:18     -956.167342        0.0235
BFGS:   34 20:12:58     -956.004442        2.4877
BFGS:   35 20:31:28     -956.167422        0.0426
BFGS:   36 20:36:20     -956.167506        0.0192
BFGS:   37 20:44:51     -956.166645        0.2228
BFGS:   38 20:53:22     -956.167544        0.0382
BFGS:   39 20:58:14     -956.167575        0.0283
BFGS:   40 21:13:04     -956.150129        1.0371
BFGS:   41 21:27:56     -956.167620        0.0198
BFGS:   42 21:32:48     -956.167651        0.0128
BFGS:   43 21:44:58     -956.164641        0.3049
BFGS:   44 21:56:11     -956.167713        0.0308
BFGS:   45 22:00:09     -956.167727        0.0273
BFGS:   46 22:08:39     -956.167699        0.0698
BFGS:   47 22:13:31     -956.167788        0.0503
BFGS:   48 22:32:54     -956.127460        1.5759
BFGS:   49 22:50:27     -956.166073        0.2677
BFGS:   50 23:02:35     -956.167228        0.0590
BFGS:   51 23:07:27     -956.167395        0.0502
BFGS:   52 23:20:30     -956.158161        0.8026
BFGS:   53 23:34:28     -956.167443        0.0873
BFGS:   54 23:39:20     -956.167535        0.0292
BFGS:   55 23:47:51     -956.167218        0.1458
BFGS:   56 23:56:20     -956.167556        0.0292
BFGS:   57 00:00:19     -956.167588        0.0313
BFGS:   58 00:13:22     -956.163875        0.4693
BFGS:   59 00:24:35     -956.167181        0.1355
BFGS:   60 00:34:00     -956.167312        0.1489
BFGS:   61 00:41:36     -956.167624        0.0180
BFGS:   62 00:45:33     -956.167632        0.0128
BFGS:   63 00:53:09     -956.167491        0.0892
BFGS:   64 01:00:44     -956.167651        0.0164
BFGS:   65 01:04:42     -956.167657        0.0132
BFGS:   66 01:15:00     -956.166978        0.1514
BFGS:   67 01:24:25     -956.167658        0.0126
BFGS:   68 01:28:23     -956.167665        0.0130
BFGS:   69 01:32:21     -956.167658        0.0228
BFGS:   70 01:48:06     -956.116532        0.8487
BFGS:   71 02:04:47     -956.167625        0.0404
BFGS:   72 02:08:45     -956.167680        0.0353
BFGS:   73 02:15:26     -956.167639        0.0303
BFGS:   74 02:19:24     -956.167676        0.0233
BFGS:   75 02:27:00     -956.167455        0.0839
BFGS:   76 02:35:31     -956.167686        0.0081
