      Step     Time          Energy         fmax
BFGS:    0 07:13:47     -880.797935        1.7773
BFGS:    1 07:26:37     -881.103672        1.0403
BFGS:    2 07:42:13     -881.373863        0.5409
BFGS:    3 07:55:05     -881.455322        0.4951
BFGS:    4 08:09:19     -881.531463        0.4354
BFGS:    5 08:22:51     -881.583250        0.3843
BFGS:    6 08:35:01     -881.623837        0.2903
BFGS:    7 08:46:29     -881.666461        0.3939
BFGS:    8 08:57:58     -881.697796        0.3206
BFGS:    9 09:10:08     -881.729214        0.2762
BFGS:   10 09:19:33     -881.748551        0.2128
BFGS:   11 09:31:01     -881.776634        0.2421
BFGS:   12 09:41:50     -881.788923        0.1686
BFGS:   13 09:51:14     -881.801640        0.1657
BFGS:   14 10:01:22     -881.813610        0.1345
BFGS:   15 10:10:48     -881.820130        0.1153
BFGS:   16 10:21:35     -881.827567        0.1151
BFGS:   17 10:29:37     -881.832133        0.0994
BFGS:   18 10:39:43     -881.837720        0.0997
BFGS:   19 10:47:03     -881.840970        0.0922
BFGS:   20 10:56:27     -881.845396        0.0809
BFGS:   21 11:05:09     -881.847750        0.0879
BFGS:   22 11:13:52     -881.850081        0.0758
BFGS:   23 11:22:34     -881.852360        0.0653
BFGS:   24 11:32:00     -881.854599        0.0547
BFGS:   25 11:38:37     -881.856142        0.0582
BFGS:   26 11:48:01     -881.857692        0.0558
BFGS:   27 11:54:39     -881.858676        0.0487
BFGS:   28 12:01:58     -881.860142        0.0358
BFGS:   29 12:09:18     -881.860571        0.0322
BFGS:   30 12:15:55     -881.861066        0.0250
BFGS:   31 12:23:15     -881.861473        0.0304
BFGS:   32 12:29:53     -881.861838        0.0225
BFGS:   33 12:36:31     -881.862263        0.0191
