      Step     Time          Energy         fmax
BFGS:    0 17:00:11     -889.051046        1.1288
BFGS:    1 17:12:30     -889.295066        0.9118
BFGS:    2 17:24:50     -889.552470        0.4879
BFGS:    3 17:37:09     -889.631714        0.4132
BFGS:    4 17:50:09     -889.686768        0.4101
BFGS:    5 18:03:08     -889.719475        0.2801
BFGS:    6 18:13:29     -889.748138        0.2659
BFGS:    7 18:24:31     -889.776970        0.2908
BFGS:    8 18:37:30     -889.805717        0.3340
BFGS:    9 18:46:32     -889.824275        0.3117
BFGS:   10 18:59:33     -889.852444        0.1900
BFGS:   11 19:08:35     -889.864852        0.1664
BFGS:   12 19:16:57     -889.883858        0.1858
BFGS:   13 19:27:18     -889.900193        0.2123
BFGS:   14 19:35:41     -889.912982        0.1884
BFGS:   15 19:48:02     -889.927261        0.1707
BFGS:   16 19:58:24     -889.938001        0.1408
BFGS:   17 20:07:26     -889.947659        0.1068
BFGS:   18 20:16:28     -889.955944        0.1112
BFGS:   19 20:26:50     -889.962073        0.1019
BFGS:   20 20:36:32     -889.965789        0.1046
BFGS:   21 20:42:55     -889.967686        0.1125
BFGS:   22 20:53:56     -889.965615        0.1757
BFGS:   23 21:04:18     -889.972528        0.0928
BFGS:   24 21:10:41     -889.974825        0.0840
BFGS:   25 21:19:44     -889.978276        0.0544
BFGS:   26 21:26:47     -889.977583        0.0497
BFGS:   27 21:35:09     -889.975317        0.0450
BFGS:   28 21:40:53     -889.974782        0.0368
BFGS:   29 21:51:55     -889.962739        0.0885
BFGS:   30 22:00:17     -889.970484        0.0429
BFGS:   31 22:06:01     -889.971207        0.0469
BFGS:   32 22:17:01     -889.970288        0.1037
BFGS:   33 22:24:44     -889.970585        0.0483
BFGS:   34 22:31:47     -889.969166        0.0518
BFGS:   35 22:42:09     -889.962000        0.0487
BFGS:   36 22:49:51     -889.959429        0.0489
BFGS:   37 22:56:54     -889.956881        0.0488
BFGS:   38 23:08:34     -889.941159        0.0610
BFGS:   39 23:20:55     -889.928566        0.1391
BFGS:   40 23:35:53     -889.927340        0.2608
BFGS:   41 23:49:31     -889.947185        0.3634
BFGS:   42 00:01:12     -889.954777        0.5027
BFGS:   43 00:11:32     -889.965094        0.3179
BFGS:   44 00:18:36     -889.974557        0.2912
BFGS:   45 00:30:15     -889.997565        0.1963
BFGS:   46 00:40:35     -890.002712        0.1937
BFGS:   47 00:47:38     -890.007295        0.1142
BFGS:   48 00:56:39     -890.012486        0.1067
BFGS:   49 01:05:02     -890.014419        0.0996
BFGS:   50 01:14:43     -890.017097        0.0852
BFGS:   51 01:22:26     -890.018679        0.0774
BFGS:   52 01:29:29     -890.019828        0.0624
BFGS:   53 01:36:31     -890.021388        0.0781
BFGS:   54 01:43:34     -890.022503        0.0653
BFGS:   55 01:51:17     -890.023590        0.0517
BFGS:   56 01:57:41     -890.024272        0.0430
BFGS:   57 02:03:25     -890.024961        0.0288
BFGS:   58 02:09:08     -890.025668        0.0493
BFGS:   59 02:14:52     -890.026173        0.0489
BFGS:   60 02:21:15     -890.026704        0.0282
BFGS:   61 02:28:18     -890.027177        0.0286
BFGS:   62 02:34:02     -890.027493        0.0226
BFGS:   63 02:42:25     -890.027298        0.0255
BFGS:   64 02:48:48     -890.027752        0.0262
BFGS:   65 02:54:32     -890.028126        0.0264
BFGS:   66 03:04:13     -890.027918        0.0578
BFGS:   67 03:11:56     -890.028776        0.0884
BFGS:   68 03:18:20     -890.028886        0.0256
BFGS:   69 03:22:45     -890.029120        0.0264
BFGS:   70 03:29:49     -890.029546        0.0266
BFGS:   71 03:34:54     -890.029731        0.0218
BFGS:   72 03:46:34     -890.028937        0.1106
BFGS:   73 03:56:56     -890.030348        0.0226
BFGS:   74 04:00:41     -890.030408        0.0319
BFGS:   75 04:07:45     -890.029917        0.0749
BFGS:   76 04:13:29     -890.030473        0.0173
