      Step     Time          Energy         fmax
BFGS:    0 21:40:23     -955.866548        1.2199
BFGS:    1 21:53:35     -955.928555        0.6873
BFGS:    2 22:18:45     -955.980742        0.7219
BFGS:    3 22:30:05     -956.009108        0.6908
BFGS:    4 22:45:07     -956.040248        0.2235
BFGS:    5 22:56:28     -956.054246        0.1865
BFGS:    6 23:07:47     -956.065967        0.2636
BFGS:    7 23:22:50     -956.082049        0.3367
BFGS:    8 23:34:10     -956.092990        0.2472
BFGS:    9 23:44:35     -956.103080        0.1607
BFGS:   10 23:57:45     -956.115959        0.1991
BFGS:   11 00:09:06     -956.122005        0.1740
BFGS:   12 00:22:16     -956.132324        0.1032
BFGS:   13 00:32:43     -956.136924        0.1001
BFGS:   14 00:47:43     -956.141414        0.1475
BFGS:   15 00:59:02     -956.144114        0.1207
BFGS:   16 01:08:33     -956.145860        0.0591
BFGS:   17 01:20:49     -956.147684        0.0675
BFGS:   18 01:27:34     -956.148772        0.0673
BFGS:   19 01:38:55     -956.151013        0.0482
BFGS:   20 01:46:35     -956.151731        0.0395
BFGS:   21 01:57:01     -956.153197        0.0504
BFGS:   22 02:07:26     -956.153896        0.0580
BFGS:   23 02:16:56     -956.154634        0.0495
BFGS:   24 02:28:15     -956.155633        0.0412
BFGS:   25 02:35:00     -956.156151        0.0414
BFGS:   26 02:50:01     -956.149971        0.1563
BFGS:   27 03:04:04     -956.157240        0.0451
BFGS:   28 03:10:50     -956.157599        0.0463
BFGS:   29 03:20:21     -956.158611        0.0443
BFGS:   30 03:32:35     -956.159243        0.0427
BFGS:   31 03:44:50     -956.159930        0.0282
BFGS:   32 03:51:35     -956.160270        0.0346
BFGS:   33 04:05:40     -956.144234        0.2532
BFGS:   34 04:21:36     -956.154800        0.2751
BFGS:   35 04:32:55     -956.161053        0.0486
BFGS:   36 04:40:35     -956.161405        0.0471
BFGS:   37 04:51:54     -956.161848        0.0593
BFGS:   38 04:56:49     -956.162185        0.0956
BFGS:   39 05:05:23     -956.162215        0.0682
BFGS:   40 05:13:03     -956.162750        0.0592
BFGS:   41 05:23:27     -956.162515        0.0610
BFGS:   42 05:32:03     -956.163116        0.0582
BFGS:   43 05:39:43     -956.163507        0.0574
BFGS:   44 05:50:07     -956.163991        0.0330
BFGS:   45 05:56:53     -956.164433        0.0373
BFGS:   46 06:09:08     -956.164054        0.0957
BFGS:   47 06:19:32     -956.165531        0.0226
BFGS:   48 06:25:23     -956.165714        0.0241
BFGS:   49 06:34:52     -956.166110        0.0332
BFGS:   50 06:41:38     -956.166253        0.0289
BFGS:   51 06:50:14     -956.166456        0.0244
BFGS:   52 06:56:59     -956.166637        0.0181
BFGS:   53 07:03:44     -956.166757        0.0154
BFGS:   54 07:14:09     -956.166541        0.0369
BFGS:   55 07:21:49     -956.166860        0.0132
BFGS:   56 07:26:44     -956.166950        0.0569
BFGS:   57 07:35:19     -956.166984        0.0161
BFGS:   58 07:41:09     -956.167040        0.0136
BFGS:   59 07:46:05     -956.167065        0.0274
BFGS:   60 07:53:45     -956.166789        0.0282
BFGS:   61 08:00:31     -956.167021        0.0158
BFGS:   62 08:07:17     -956.167117        0.0071
