      Step     Time          Energy         fmax
BFGS:    0 19:40:04     -971.012980        0.5759
BFGS:    1 19:51:35     -971.051278        0.3197
BFGS:    2 20:03:06     -971.102011        0.4705
BFGS:    3 20:18:19     -971.130449        0.2932
BFGS:    4 20:33:32     -971.155094        0.2045
BFGS:    5 20:46:53     -971.168191        0.1974
BFGS:    6 21:00:15     -971.187819        0.2408
BFGS:    7 21:13:37     -971.199053        0.2557
BFGS:    8 21:25:06     -971.210828        0.1764
BFGS:    9 21:36:36     -971.219636        0.0937
BFGS:   10 21:47:10     -971.225878        0.1258
BFGS:   11 21:57:44     -971.230646        0.1387
BFGS:   12 22:09:13     -971.236184        0.0999
BFGS:   13 22:20:43     -971.240071        0.0854
BFGS:   14 22:32:12     -971.244450        0.0897
BFGS:   15 22:42:46     -971.247229        0.0987
BFGS:   16 22:55:12     -971.250968        0.0745
BFGS:   17 23:05:46     -971.252660        0.0678
BFGS:   18 23:14:28     -971.254227        0.0645
BFGS:   19 23:25:02     -971.255880        0.0596
BFGS:   20 23:35:35     -971.257017        0.0610
BFGS:   21 23:46:08     -971.257915        0.0529
BFGS:   22 23:58:34     -971.258592        0.0472
BFGS:   23 00:05:25     -971.259085        0.0430
BFGS:   24 00:15:59     -971.259898        0.0363
BFGS:   25 00:22:49     -971.260211        0.0311
BFGS:   26 00:33:22     -971.260854        0.0335
BFGS:   27 00:42:04     -971.261146        0.0369
BFGS:   28 00:49:51     -971.261530        0.0252
BFGS:   29 01:00:25     -971.261919        0.0301
BFGS:   30 01:11:01     -971.262188        0.0273
BFGS:   31 01:21:34     -971.262495        0.0254
BFGS:   32 01:29:21     -971.262758        0.0235
BFGS:   33 01:38:03     -971.262952        0.0266
BFGS:   34 01:45:50     -971.263203        0.0245
BFGS:   35 01:53:37     -971.263341        0.0173
      Step     Time          Energy         fmax
BFGS:    0 01:53:37     -971.263341        0.0173
BFGS:    1 01:59:32     -971.263409        0.0186
BFGS:    2 02:15:40     -971.136183        0.8679
BFGS:    3 02:29:58     -971.263557        0.0261
BFGS:    4 02:34:57     -971.263556        0.0228
BFGS:    5 02:40:52     -971.263171        0.0271
BFGS:    6 02:54:12     -971.263041        0.0595
BFGS:    7 03:02:54     -971.263241        0.1079
BFGS:    8 03:12:32     -971.263432        0.0294
BFGS:    9 03:19:23     -971.263596        0.0248
BFGS:   10 03:27:11     -971.263677        0.0452
BFGS:   11 03:31:14     -971.263751        0.0420
BFGS:   12 03:39:01     -971.263604        0.0451
BFGS:   13 03:43:04     -971.263762        0.0352
BFGS:   14 03:50:52     -971.263498        0.0648
BFGS:   15 03:58:38     -971.263797        0.0196
BFGS:   16 04:02:42     -971.263867        0.0287
BFGS:   17 04:09:33     -971.263691        0.0320
BFGS:   18 04:13:37     -971.263852        0.0447
BFGS:   19 04:21:23     -971.263800        0.0444
BFGS:   20 04:25:27     -971.263922        0.0328
BFGS:   21 04:45:18     -970.823525        3.7749
BFGS:   22 05:02:21     -971.263888        0.0466
BFGS:   23 05:09:12     -971.263967        0.0365
BFGS:   24 05:16:59     -971.263642        0.0736
BFGS:   25 05:24:46     -971.264004        0.0089
