      Step     Time          Energy         fmax
BFGS:    0 15:20:14     -948.451584        0.3121
BFGS:    1 15:28:54     -948.479166        0.2892
BFGS:    2 15:40:46     -948.554413        0.2766
BFGS:    3 15:48:48     -948.574214        0.2404
BFGS:    4 15:58:45     -948.605638        0.2474
BFGS:    5 16:07:26     -948.626498        0.2399
BFGS:    6 16:16:06     -948.651487        0.2639
BFGS:    7 16:26:03     -948.681855        0.2230
      Step     Time          Energy         fmax
BFGS:    0 16:59:53     -948.451593        0.3113
BFGS:    1 17:08:35     -948.479199        0.2881
BFGS:    2 17:18:33     -948.554186        0.2647
BFGS:    3 17:28:32     -948.574258        0.2421
BFGS:    4 17:38:29     -948.601448        0.2449
BFGS:    5 17:48:27     -948.626276        0.2477
BFGS:    6 17:58:24     -948.649769        0.2898
BFGS:    7 18:07:43     -948.678617        0.2469
BFGS:    8 18:15:45     -948.694605        0.1705
BFGS:    9 18:23:47     -948.705677        0.1086
BFGS:   10 18:31:49     -948.711790        0.1085
BFGS:   11 18:39:51     -948.717516        0.1224
BFGS:   12 18:49:46     -948.723264        0.1215
BFGS:   13 18:57:10     -948.727017        0.0839
BFGS:   14 19:05:49     -948.731841        0.0708
BFGS:   15 19:12:34     -948.734113        0.0594
BFGS:   16 19:21:51     -948.737118        0.0907
BFGS:   17 19:28:35     -948.737986        0.0743
BFGS:   18 19:36:37     -948.738481        0.0607
BFGS:   19 19:42:43     -948.739469        0.0357
BFGS:   20 19:49:28     -948.740470        0.0274
BFGS:   21 19:54:57     -948.740804        0.0312
BFGS:   22 20:04:14     -948.738071        0.0807
BFGS:   23 20:14:10     -948.741354        0.0261
BFGS:   24 20:19:01     -948.741466        0.0277
BFGS:   25 20:30:13     -948.725639        0.1310
BFGS:   26 20:41:26     -948.741811        0.0202
BFGS:   27 20:47:33     -948.741959        0.0177
