      Step     Time          Energy         fmax
BFGS:    0 19:16:34     -947.749036        0.3301
BFGS:    1 19:25:52     -947.775645        0.3076
BFGS:    2 19:35:48     -947.835994        0.2789
BFGS:    3 19:43:50     -947.856317        0.2147
BFGS:    4 19:54:24     -947.880978        0.1999
BFGS:    5 20:04:59     -947.894311        0.2065
BFGS:    6 20:14:16     -947.906603        0.2002
BFGS:    7 20:24:12     -947.925186        0.1715
BFGS:    8 20:34:07     -947.939914        0.1418
BFGS:    9 20:41:30     -947.946234        0.1017
BFGS:   10 20:50:09     -947.958174        0.1157
BFGS:   11 20:58:48     -947.963068        0.0940
BFGS:   12 21:09:21     -947.970225        0.1405
BFGS:   13 21:16:06     -947.973844        0.0886
BFGS:   14 21:24:45     -947.977757        0.0668
BFGS:   15 21:31:29     -947.979293        0.0528
BFGS:   16 21:40:08     -947.980718        0.0543
BFGS:   17 21:46:15     -947.981689        0.0523
BFGS:   18 21:53:00     -947.982487        0.0359
BFGS:   19 21:59:45     -947.983142        0.0336
BFGS:   20 22:06:29     -947.983695        0.0281
BFGS:   21 22:10:03     -947.983914        0.0442
BFGS:   22 22:17:26     -947.983512        0.0551
BFGS:   23 22:23:33     -947.984092        0.0193
