      Step     Time          Energy         fmax
BFGS:    0 15:55:44     -947.889436        0.3584
BFGS:    1 16:03:06     -947.919677        0.3370
BFGS:    2 16:14:55     -948.003544        0.2050
BFGS:    3 16:22:56     -948.020890        0.1853
BFGS:    4 16:32:51     -948.043564        0.2632
BFGS:    5 16:41:30     -948.057012        0.2065
BFGS:    6 16:51:25     -948.077488        0.1678
BFGS:    7 16:59:26     -948.085347        0.1381
BFGS:    8 17:08:43     -948.096141        0.1084
BFGS:    9 17:17:22     -948.100983        0.1101
BFGS:   10 17:26:39     -948.107598        0.1108
BFGS:   11 17:34:02     -948.112652        0.0975
BFGS:   12 17:42:41     -948.118722        0.0943
BFGS:   13 17:50:03     -948.122362        0.0722
BFGS:   14 17:58:04     -948.125693        0.0694
BFGS:   15 18:05:27     -948.128270        0.0634
BFGS:   16 18:10:55     -948.129788        0.0527
BFGS:   17 18:17:40     -948.131101        0.0456
BFGS:   18 18:23:08     -948.131413        0.0338
BFGS:   19 18:29:52     -948.131742        0.0265
BFGS:   20 18:35:21     -948.132130        0.0251
BFGS:   21 18:42:05     -948.132664        0.0218
BFGS:   22 18:46:55     -948.132872        0.0171
