      Step     Time          Energy         fmax
BFGS:    0 13:12:43     -854.817277        4.6659
BFGS:    1 13:23:59     -856.969457        3.9847
BFGS:    2 13:35:14     -858.388014        3.2122
BFGS:    3 13:45:33     -859.427468        2.3019
BFGS:    4 13:55:52     -860.233466        1.3889
BFGS:    5 14:05:14     -860.884132        1.3410
BFGS:    6 14:16:29     -861.280344        1.3263
BFGS:    7 14:25:22     -861.566650        1.3587
BFGS:    8 14:35:13     -861.802321        1.4393
BFGS:    9 14:43:37     -862.001815        1.5319
BFGS:   10 14:52:29     -862.178114        1.6318
BFGS:   11 15:00:25     -862.336607        1.7256
BFGS:   12 15:08:50     -862.480762        1.7509
BFGS:   13 15:17:14     -862.617038        1.7460
BFGS:   14 15:25:10     -862.744566        1.6664
BFGS:   15 15:33:34     -862.866520        1.5212
BFGS:   16 15:41:58     -862.980346        1.2922
BFGS:   17 15:49:25     -863.085731        0.9990
BFGS:   18 15:56:52     -863.183553        0.7269
BFGS:   19 16:04:19     -863.276247        0.4520
BFGS:   20 16:12:15     -863.369433        0.7812
BFGS:   21 16:21:07     -863.446996        0.6338
BFGS:   22 16:29:31     -863.523394        0.4681
BFGS:   23 16:37:26     -863.569956        0.3136
BFGS:   24 16:44:53     -863.599108        0.2761
BFGS:   25 16:52:48     -863.623660        0.3287
BFGS:   26 17:00:15     -863.641108        0.2545
BFGS:   27 17:07:13     -863.660024        0.2248
BFGS:   28 17:13:15     -863.672409        0.2222
BFGS:   29 17:21:10     -863.686591        0.2118
BFGS:   30 17:27:12     -863.695438        0.1947
BFGS:   31 17:33:42     -863.707202        0.1392
BFGS:   32 17:41:09     -863.716270        0.1947
BFGS:   33 17:47:10     -863.722661        0.1770
BFGS:   34 17:55:06     -863.735872        0.1146
BFGS:   35 18:01:36     -863.740413        0.0944
BFGS:   36 18:09:03     -863.747849        0.1077
BFGS:   37 18:14:07     -863.751535        0.1269
BFGS:   38 18:21:34     -863.760867        0.1989
BFGS:   39 18:28:33     -863.767268        0.2260
BFGS:   40 18:35:03     -863.777342        0.1850
BFGS:   41 18:41:33     -863.786184        0.1388
BFGS:   42 18:47:36     -863.791774        0.1146
BFGS:   43 18:54:34     -863.800540        0.1134
BFGS:   44 19:01:33     -863.808218        0.1192
BFGS:   45 19:08:03     -863.813634        0.1873
BFGS:   46 19:15:31     -863.823579        0.2601
BFGS:   47 19:22:01     -863.828906        0.2009
BFGS:   48 19:27:05     -863.833915        0.2038
BFGS:   49 19:33:36     -863.839397        0.1916
BFGS:   50 19:38:40     -863.841833        0.1931
BFGS:   51 19:44:13     -863.845625        0.1748
BFGS:   52 19:50:15     -863.850977        0.1428
BFGS:   53 19:56:16     -863.854594        0.1104
BFGS:   54 20:01:49     -863.858956        0.0892
BFGS:   55 20:08:19     -863.862318        0.0876
BFGS:   56 20:15:18     -863.867516        0.2209
BFGS:   57 20:21:20     -863.875334        0.2141
BFGS:   58 20:28:19     -863.881205        0.1503
BFGS:   59 20:35:17     -863.884470        0.1353
BFGS:   60 20:40:50     -863.886613        0.1003
BFGS:   61 20:46:23     -863.889939        0.0759
BFGS:   62 20:51:57     -863.893317        0.1093
BFGS:   63 20:57:58     -863.896493        0.1103
BFGS:   64 21:02:34     -863.897879        0.0608
