      Step     Time          Energy         fmax
BFGS:    0 21:40:02     -955.677442        1.6785
BFGS:    1 21:59:23     -955.812208        1.0341
BFGS:    2 22:13:20     -955.894016        0.7830
BFGS:    3 22:26:22     -955.941693        0.7835
BFGS:    4 22:41:14     -955.994794        0.3151
BFGS:    5 22:52:27     -956.017704        0.2374
BFGS:    6 23:05:29     -956.038117        0.3147
BFGS:    7 23:19:26     -956.060104        0.4077
BFGS:    8 23:32:27     -956.075713        0.3019
BFGS:    9 23:43:40     -956.092853        0.1970
BFGS:   10 23:54:52     -956.104964        0.1822
BFGS:   11 00:08:49     -956.121219        0.2507
BFGS:   12 00:22:43     -956.133236        0.2384
BFGS:   13 00:35:44     -956.147906        0.1771
BFGS:   14 00:47:52     -956.155765        0.1674
BFGS:   15 00:58:10     -956.161858        0.1876
BFGS:   16 01:08:27     -956.166432        0.1261
BFGS:   17 01:19:40     -956.170210        0.1032
BFGS:   18 01:30:53     -956.173715        0.0967
BFGS:   19 01:42:07     -956.176591        0.0916
BFGS:   20 01:52:24     -956.179310        0.0853
BFGS:   21 02:02:42     -956.181432        0.0744
BFGS:   22 02:13:00     -956.183258        0.0687
BFGS:   23 02:24:13     -956.184788        0.0736
BFGS:   24 02:31:48     -956.185721        0.0564
BFGS:   25 02:42:06     -956.187101        0.0555
BFGS:   26 02:48:47     -956.187775        0.0387
BFGS:   27 02:59:05     -956.188833        0.0471
BFGS:   28 03:06:39     -956.189314        0.0368
BFGS:   29 03:17:52     -956.190112        0.0425
BFGS:   30 03:24:34     -956.190484        0.0307
BFGS:   31 03:35:46     -956.191003        0.0509
BFGS:   32 03:46:04     -956.191456        0.0323
BFGS:   33 03:53:38     -956.191749        0.0268
BFGS:   34 04:03:03     -956.192217        0.0266
BFGS:   35 04:14:15     -956.192805        0.0362
BFGS:   36 04:25:28     -956.193123        0.0337
BFGS:   37 04:33:57     -956.193515        0.0249
BFGS:   38 04:41:32     -956.193873        0.0215
BFGS:   39 04:50:01     -956.194170        0.0255
      Step     Time          Energy         fmax
BFGS:    0 04:50:01     -956.194170        0.0255
BFGS:    1 04:53:58     -956.194300        0.0257
BFGS:    2 05:15:07     -955.837581        1.6651
BFGS:    3 05:33:35     -956.194420        0.0283
BFGS:    4 05:37:33     -956.194485        0.0328
BFGS:    5 05:55:05     -956.078913        0.7418
BFGS:    6 06:11:43     -956.194475        0.0396
BFGS:    7 06:20:13     -956.194562        0.0292
BFGS:    8 06:24:10     -956.194612        0.0389
BFGS:    9 06:35:22     -956.194533        0.1089
BFGS:   10 06:43:50     -956.194689        0.0467
BFGS:   11 06:48:42     -956.194768        0.0257
BFGS:   12 07:01:44     -956.194633        0.0652
BFGS:   13 07:11:07     -956.194844        0.0371
BFGS:   14 07:15:59     -956.194890        0.0382
BFGS:   15 07:20:51     -956.194864        0.0423
BFGS:   16 07:28:25     -956.194540        0.1132
BFGS:   17 07:33:17     -956.194941        0.0755
BFGS:   18 07:47:12     -956.180997        0.4058
BFGS:   19 08:01:07     -956.194985        0.0445
BFGS:   20 08:08:41     -956.195095        0.0275
BFGS:   21 08:12:38     -956.195131        0.0236
BFGS:   22 08:20:13     -956.195112        0.0332
BFGS:   23 08:25:04     -956.195227        0.0340
BFGS:   24 08:47:08     -955.850341        2.9454
BFGS:   25 09:10:05     -956.195048        0.1169
BFGS:   26 09:18:33     -956.195303        0.0243
BFGS:   27 09:25:14     -956.195381        0.0225
BFGS:   28 09:31:55     -956.195453        0.0351
BFGS:   29 09:36:46     -956.195504        0.0323
BFGS:   30 09:50:40     -956.180739        0.4693
BFGS:   31 10:05:29     -956.195475        0.0656
BFGS:   32 10:10:21     -956.195588        0.0360
