      Step     Time          Energy         fmax
BFGS:    0 14:37:58     -874.285532        1.3403
BFGS:    1 14:49:05     -874.519273        0.9970
BFGS:    2 15:02:43     -874.770705        0.5063
BFGS:    3 15:15:43     -874.862291        0.4411
BFGS:    4 15:27:27     -874.900072        0.3615
BFGS:    5 15:39:50     -874.929455        0.3268
BFGS:    6 15:51:34     -874.951084        0.3040
BFGS:    7 16:02:41     -874.966864        0.2899
BFGS:    8 16:13:48     -874.986082        0.3103
BFGS:    9 16:26:48     -875.004443        0.5192
BFGS:   10 16:41:04     -875.028651        0.6292
BFGS:   11 16:55:59     -875.066883        0.7607
BFGS:   12 17:09:00     -875.102835        0.6892
BFGS:   13 17:18:52     -875.153857        0.5513
BFGS:   14 17:28:43     -875.206597        0.4938
BFGS:   15 17:39:13     -875.267094        0.4003
BFGS:   16 17:49:04     -875.314768        0.3189
BFGS:   17 17:59:33     -875.363727        0.3145
BFGS:   18 18:09:23     -875.387043        0.2997
BFGS:   19 18:19:14     -875.409170        0.2460
BFGS:   20 18:27:11     -875.424802        0.2106
BFGS:   21 18:37:39     -875.445503        0.2714
BFGS:   22 18:48:08     -875.460448        0.3627
BFGS:   23 18:57:59     -875.480841        0.3897
BFGS:   24 19:07:49     -875.499737        0.2601
BFGS:   25 19:18:55     -875.519079        0.1710
BFGS:   26 19:30:39     -875.536169        0.1796
BFGS:   27 19:41:08     -875.550474        0.1909
BFGS:   28 19:51:36     -875.572418        0.2504
BFGS:   29 20:01:27     -875.592552        0.2802
BFGS:   30 20:10:02     -875.612675        0.2489
BFGS:   31 20:20:31     -875.628844        0.1961
BFGS:   32 20:30:21     -875.644111        0.1855
BFGS:   33 20:40:11     -875.660795        0.1708
BFGS:   34 20:50:02     -875.672583        0.1847
BFGS:   35 20:59:52     -875.683419        0.1897
BFGS:   36 21:09:43     -875.690886        0.1379
BFGS:   37 21:17:40     -875.699592        0.1463
BFGS:   38 21:24:59     -875.707009        0.1109
BFGS:   39 21:33:34     -875.713797        0.1159
BFGS:   40 21:39:37     -875.717681        0.0939
BFGS:   41 21:49:28     -875.723488        0.1155
BFGS:   42 21:56:09     -875.725672        0.0963
BFGS:   43 22:02:13     -875.727880        0.0873
BFGS:   44 22:10:48     -875.732130        0.0822
BFGS:   45 22:18:07     -875.734979        0.0741
BFGS:   46 22:27:20     -875.739950        0.1178
BFGS:   47 22:35:55     -875.743217        0.1084
BFGS:   48 22:44:30     -875.744826        0.0898
BFGS:   49 22:51:12     -875.746768        0.1015
BFGS:   50 22:57:53     -875.750066        0.0937
BFGS:   51 23:04:35     -875.752743        0.1027
BFGS:   52 23:11:17     -875.755718        0.0736
BFGS:   53 23:17:59     -875.758155        0.0758
BFGS:   54 23:26:34     -875.761480        0.0615
BFGS:   55 23:35:09     -875.764108        0.0826
BFGS:   56 23:41:13     -875.765526        0.0592
BFGS:   57 23:49:11     -875.767772        0.0651
BFGS:   58 23:54:37     -875.768920        0.0611
BFGS:   59 00:03:51     -875.771330        0.0741
BFGS:   60 00:10:33     -875.772762        0.0732
BFGS:   61 00:19:08     -875.777297        0.1013
BFGS:   62 00:27:44     -875.780557        0.1273
BFGS:   63 00:36:58     -875.782003        0.1128
BFGS:   64 00:42:25     -875.783357        0.1029
BFGS:   65 00:49:07     -875.786140        0.0703
BFGS:   66 00:55:49     -875.787023        0.0480
BFGS:   67 01:01:53     -875.788539        0.0369
BFGS:   68 01:08:35     -875.789688        0.0351
BFGS:   69 01:15:17     -875.790383        0.0425
BFGS:   70 01:21:21     -875.790884        0.0307
BFGS:   71 01:27:25     -875.791190        0.0283
BFGS:   72 01:32:13     -875.791419        0.0269
BFGS:   73 01:37:39     -875.791714        0.0398
BFGS:   74 01:42:27     -875.791941        0.0306
BFGS:   75 01:51:02     -875.791069        0.0710
BFGS:   76 01:57:44     -875.792050        0.0502
BFGS:   77 02:07:34     -875.790537        0.0556
BFGS:   78 02:15:32     -875.792612        0.0202
BFGS:   79 02:24:07     -875.792221        0.0486
BFGS:   80 02:30:48     -875.792911        0.0223
BFGS:   81 02:36:52     -875.792935        0.0289
BFGS:   82 02:41:02     -875.793103        0.0446
BFGS:   83 02:47:44     -875.793361        0.0210
BFGS:   84 02:51:55     -875.793528        0.0202
BFGS:   85 03:00:30     -875.789292        0.1533
BFGS:   86 03:09:06     -875.793333        0.0305
BFGS:   87 03:13:16     -875.793535        0.0289
BFGS:   88 03:23:07     -875.774673        0.5093
BFGS:   89 03:31:43     -875.792597        0.1781
BFGS:   90 03:39:03     -875.793749        0.0392
BFGS:   91 03:43:13     -875.793685        0.0198
