      Step     Time          Energy         fmax
BFGS:    0 22:16:29     -874.178848        1.2298
BFGS:    1 22:27:36     -874.380944        0.8477
BFGS:    2 22:40:37     -874.590978        0.4462
BFGS:    3 22:51:44     -874.644721        0.3494
BFGS:    4 23:02:51     -874.693348        0.3396
BFGS:    5 23:12:05     -874.724254        0.2918
BFGS:    6 23:21:56     -874.759140        0.2808
BFGS:    7 23:31:09     -874.793834        0.3180
BFGS:    8 23:41:00     -874.827197        0.2524
BFGS:    9 23:50:52     -874.858420        0.2374
BFGS:   10 00:01:21     -874.877492        0.2059
BFGS:   11 00:10:35     -874.893715        0.1742
BFGS:   12 00:19:48     -874.912352        0.1857
BFGS:   13 00:29:01     -874.927316        0.2353
BFGS:   14 00:39:30     -874.942390        0.2250
BFGS:   15 00:48:44     -874.959376        0.1536
BFGS:   16 00:57:57     -874.973878        0.1564
BFGS:   17 01:07:09     -874.983640        0.1544
BFGS:   18 01:16:23     -874.989805        0.1542
BFGS:   19 01:25:36     -874.994946        0.1229
BFGS:   20 01:32:55     -874.997923        0.1079
BFGS:   21 01:40:15     -875.002119        0.0908
BFGS:   22 01:48:12     -875.006802        0.0925
BFGS:   23 01:57:25     -875.012018        0.0985
BFGS:   24 02:04:06     -875.015512        0.0790
BFGS:   25 02:12:04     -875.021970        0.0831
BFGS:   26 02:18:45     -875.023162        0.0691
BFGS:   27 02:26:42     -875.024846        0.0628
BFGS:   28 02:35:17     -875.024610        0.0681
BFGS:   29 02:40:43     -875.025876        0.0621
BFGS:   30 02:48:40     -875.028022        0.0431
BFGS:   31 02:54:44     -875.028525        0.0439
BFGS:   32 03:00:48     -875.029285        0.0315
BFGS:   33 03:07:29     -875.029456        0.0298
BFGS:   34 03:11:39     -875.029570        0.0250
BFGS:   35 03:20:14     -875.028142        0.0395
BFGS:   36 03:26:18     -875.029305        0.0260
BFGS:   37 03:31:44     -875.029668        0.0248
BFGS:   38 03:39:03     -875.030405        0.0348
BFGS:   39 03:44:29     -875.030320        0.0176
