      Step     Time          Energy         fmax
BFGS:    0 11:08:39     -955.639491        1.7539
BFGS:    1 11:27:49     -955.750806        1.1480
BFGS:    2 11:50:23     -955.837359        0.8185
BFGS:    3 12:09:26     -955.881785        0.8837
BFGS:    4 12:27:22     -955.931445        0.4273
BFGS:    5 12:44:10     -955.956714        0.2527
BFGS:    6 13:00:55     -955.975911        0.3315
BFGS:    7 13:16:31     -955.987141        0.3446
BFGS:    8 13:36:45     -956.003530        0.1794
BFGS:    9 13:54:39     -956.014222        0.2126
BFGS:   10 14:13:45     -956.026598        0.2319
BFGS:   11 14:30:31     -956.037745        0.2157
BFGS:   12 14:49:36     -956.051400        0.2124
BFGS:   13 15:04:02     -956.061088        0.1895
BFGS:   14 15:20:46     -956.078145        0.2488
BFGS:   15 15:42:12     -956.086937        0.2916
BFGS:   16 16:04:44     -956.094906        0.1961
BFGS:   17 16:23:53     -956.105232        0.1351
BFGS:   18 16:38:21     -956.111654        0.1482
BFGS:   19 16:51:39     -956.118288        0.1453
BFGS:   20 17:07:24     -956.124881        0.1200
BFGS:   21 17:20:50     -956.128070        0.0802
BFGS:   22 17:36:40     -956.131691        0.1482
BFGS:   23 17:47:49     -956.133457        0.1028
BFGS:   24 18:04:49     -956.136143        0.0641
BFGS:   25 18:15:54     -956.137449        0.0496
BFGS:   26 18:29:14     -956.140273        0.0599
BFGS:   27 18:48:47     -956.141535        0.1311
BFGS:   28 19:03:27     -956.144933        0.0963
BFGS:   29 19:19:06     -956.148319        0.0909
BFGS:   30 19:39:36     -956.153270        0.0922
BFGS:   31 20:00:00     -956.154756        0.0974
BFGS:   32 20:14:40     -956.157425        0.0701
BFGS:   33 20:27:58     -956.160262        0.0565
BFGS:   34 20:38:56     -956.161514        0.0517
BFGS:   35 20:50:01     -956.162646        0.0462
BFGS:   36 21:01:10     -956.163873        0.0455
BFGS:   37 21:15:43     -956.164841        0.0513
BFGS:   38 21:24:21     -956.165272        0.0420
BFGS:   39 21:47:23     -956.121312        0.2422
BFGS:   40 22:07:47     -956.165949        0.0316
BFGS:   41 22:16:25     -956.166208        0.0235
BFGS:   42 22:34:31     -956.156064        0.1449
BFGS:   43 22:52:42     -956.166640        0.0349
BFGS:   44 23:10:46     -956.166188        0.0238
BFGS:   45 23:21:54     -956.166704        0.0172
BFGS:   46 23:35:18     -956.167002        0.0119
BFGS:   47 23:44:01     -956.167076        0.0163
BFGS:   48 23:55:05     -956.167237        0.0187
BFGS:   49 00:04:58     -956.167373        0.0135
BFGS:   50 00:13:36     -956.167441        0.0201
BFGS:   51 00:25:46     -956.167511        0.0135
BFGS:   52 00:34:30     -956.167588        0.0114
BFGS:   53 00:45:29     -956.167665        0.0191
BFGS:   54 00:52:57     -956.167739        0.0091
