      Step     Time          Energy         fmax
BFGS:    0 21:37:11     -970.862773        0.6256
BFGS:    1 21:47:46     -970.897418        0.2797
BFGS:    2 22:02:06     -970.942967        0.5721
BFGS:    3 22:16:24     -970.970280        0.3612
BFGS:    4 22:30:45     -970.994538        0.2019
BFGS:    5 22:41:21     -971.006007        0.1778
BFGS:    6 22:54:45     -971.029454        0.2994
BFGS:    7 23:06:16     -971.045806        0.2663
BFGS:    8 23:19:40     -971.063505        0.1847
BFGS:    9 23:34:55     -971.080610        0.2350
BFGS:   10 23:45:29     -971.091246        0.2073
BFGS:   11 23:57:58     -971.110882        0.1399
BFGS:   12 00:12:17     -971.120415        0.1620
BFGS:   13 00:22:52     -971.127681        0.1003
BFGS:   14 00:35:19     -971.134895        0.1042
BFGS:   15 00:46:51     -971.138306        0.0884
BFGS:   16 00:57:26     -971.142381        0.0835
BFGS:   17 01:08:00     -971.145306        0.0793
BFGS:   18 01:18:34     -971.147747        0.0827
BFGS:   19 01:29:10     -971.150211        0.0707
BFGS:   20 01:39:45     -971.152609        0.0673
BFGS:   21 01:48:28     -971.154283        0.0670
BFGS:   22 01:57:12     -971.155685        0.0438
BFGS:   23 02:07:47     -971.157192        0.0594
BFGS:   24 02:15:35     -971.157960        0.0436
BFGS:   25 02:26:10     -971.159622        0.0465
BFGS:   26 02:33:57     -971.160054        0.0371
BFGS:   27 02:41:45     -971.160609        0.0398
BFGS:   28 02:52:20     -971.161084        0.0379
BFGS:   29 03:01:03     -971.161480        0.0314
BFGS:   30 03:07:55     -971.161685        0.0389
BFGS:   31 03:16:39     -971.162090        0.0266
BFGS:   32 03:24:27     -971.162363        0.0292
BFGS:   33 03:35:02     -971.162982        0.0313
BFGS:   34 03:43:45     -971.163311        0.0335
BFGS:   35 03:50:37     -971.163662        0.0233
BFGS:   36 03:58:25     -971.163907        0.0240
      Step     Time          Energy         fmax
BFGS:    0 03:58:25     -971.163907        0.0240
BFGS:    1 04:02:29     -971.163991        0.0254
BFGS:    2 04:21:24     -970.982679        1.0427
BFGS:    3 04:40:23     -971.163887        0.1102
BFGS:    4 04:49:06     -971.164230        0.0237
BFGS:    5 04:54:05     -971.164369        0.0278
BFGS:    6 05:10:15     -971.145805        0.4698
BFGS:    7 05:26:26     -971.164482        0.0446
BFGS:    8 05:30:30     -971.164569        0.0487
BFGS:    9 05:48:30     -970.895691        2.0663
