      Step     Time          Energy         fmax
BFGS:    0 16:24:27     -858.980075        4.4871
BFGS:    1 16:34:13     -859.368190        1.6480
BFGS:    2 16:42:59     -859.492124        0.5232
BFGS:    3 16:50:18     -859.516531        0.3888
BFGS:    4 16:58:38     -859.539114        0.4531
BFGS:    5 17:06:50     -859.564775        0.4781
BFGS:    6 17:14:32     -859.583005        0.3508
BFGS:    7 17:23:14     -859.601422        0.2027
BFGS:    8 17:29:28     -859.610542        0.2411
BFGS:    9 17:36:12     -859.620209        0.2308
BFGS:   10 17:42:26     -859.627673        0.1584
BFGS:   11 17:49:39     -859.633523        0.1413
BFGS:   12 17:55:24     -859.636142        0.1324
BFGS:   13 18:01:08     -859.638713        0.1376
BFGS:   14 18:07:26     -859.641006        0.1185
BFGS:   15 18:12:14     -859.642513        0.0812
BFGS:   16 18:21:01     -859.645288        0.1411
BFGS:   17 18:25:51     -859.647069        0.0825
BFGS:   18 18:31:10     -859.648725        0.0592
BFGS:   19 18:36:58     -859.650432        0.0640
BFGS:   20 18:42:17     -859.651884        0.0569
BFGS:   21 18:50:37     -859.654590        0.0835
BFGS:   22 18:55:22     -859.655501        0.0718
BFGS:   23 19:02:44     -859.657901        0.1477
BFGS:   24 19:07:33     -859.659085        0.0913
BFGS:   25 19:14:21     -859.661881        0.0757
BFGS:   26 19:19:36     -859.663054        0.0723
BFGS:   27 19:26:19     -859.665512        0.0682
BFGS:   28 19:34:31     -859.665883        0.1221
BFGS:   29 19:40:45     -859.667349        0.0979
BFGS:   30 19:45:30     -859.668272        0.0910
BFGS:   31 19:53:12     -859.669490        0.0983
BFGS:   32 19:58:27     -859.671407        0.0737
BFGS:   33 20:04:11     -859.672664        0.0617
BFGS:   34 20:10:25     -859.674707        0.0477
BFGS:   35 20:14:40     -859.675119        0.0364
BFGS:   36 20:21:23     -859.675835        0.0607
BFGS:   37 20:26:43     -859.676423        0.0468
BFGS:   38 20:30:33     -859.676748        0.0347
BFGS:   39 20:36:17     -859.677941        0.0343
BFGS:   40 20:40:03     -859.678104        0.0286
BFGS:   41 20:47:47     -859.671190        0.2446
BFGS:   42 20:55:59     -859.678730        0.0238
BFGS:   43 20:59:16     -859.678858        0.0249
BFGS:   44 21:08:56     -859.626456        0.5921
BFGS:   45 21:19:35     -859.675971        0.2629
BFGS:   46 21:26:22     -859.678787        0.1760
BFGS:   47 21:31:37     -859.679266        0.0246
