      Step     Time          Energy         fmax
BFGS:    0 03:27:29     -985.847801        0.5788
BFGS:    1 03:39:13     -985.885020        0.3372
BFGS:    2 03:52:50     -985.920356        0.3315
BFGS:    3 04:07:23     -985.950111        0.3125
BFGS:    4 04:21:56     -985.965565        0.1959
BFGS:    5 04:33:39     -985.977099        0.1640
BFGS:    6 04:47:14     -985.991912        0.2213
BFGS:    7 04:58:57     -986.004741        0.2357
BFGS:    8 05:09:42     -986.017103        0.1981
BFGS:    9 05:23:19     -986.027596        0.1274
BFGS:   10 05:34:04     -986.032608        0.1054
BFGS:   11 05:45:46     -986.040999        0.1365
BFGS:   12 05:56:30     -986.046173        0.1374
BFGS:   13 06:07:15     -986.052519        0.1248
BFGS:   14 06:18:59     -986.056836        0.1179
BFGS:   15 06:30:40     -986.060504        0.1144
BFGS:   16 06:43:19     -986.063888        0.0808
BFGS:   17 06:54:04     -986.066772        0.0702
BFGS:   18 07:04:49     -986.069269        0.0677
BFGS:   19 07:15:34     -986.071753        0.0828
BFGS:   20 07:26:20     -986.073814        0.0555
BFGS:   21 07:37:04     -986.075695        0.0472
BFGS:   22 07:47:50     -986.077298        0.0708
BFGS:   23 07:55:44     -986.078493        0.0719
BFGS:   24 08:06:29     -986.081252        0.0673
BFGS:   25 08:15:22     -986.082520        0.0493
BFGS:   26 08:24:13     -986.083915        0.0508
BFGS:   27 08:38:45     -986.085432        0.0812
BFGS:   28 08:49:30     -986.086584        0.0567
BFGS:   29 08:57:25     -986.087503        0.0378
BFGS:   30 09:08:10     -986.088973        0.0355
BFGS:   31 09:18:55     -986.089648        0.0352
BFGS:   32 09:26:50     -986.090046        0.0420
BFGS:   33 09:35:42     -986.090675        0.0303
BFGS:   34 09:42:40     -986.091122        0.0311
BFGS:   35 09:51:31     -986.091623        0.0335
BFGS:   36 09:58:30     -986.091803        0.0286
BFGS:   37 10:05:28     -986.092114        0.0233
BFGS:   38 10:14:20     -986.092412        0.0287
BFGS:   39 10:21:18     -986.092602        0.0237
BFGS:   40 10:34:53     -986.092407        0.0515
BFGS:   41 10:45:39     -986.093107        0.0372
BFGS:   42 10:52:37     -986.093241        0.0270
      Step     Time          Energy         fmax
BFGS:    0 10:52:37     -986.093241        0.0270
BFGS:    1 10:56:45     -986.093292        0.0305
BFGS:    2 11:05:37     -986.092984        0.1538
BFGS:    3 11:15:25     -986.093500        0.0215
BFGS:    4 11:20:30     -986.093552        0.0190
BFGS:    5 11:27:28     -986.093598        0.0499
BFGS:    6 11:32:33     -986.093711        0.0349
BFGS:    7 11:45:10     -986.089059        0.2111
BFGS:    8 11:57:49     -986.093729        0.0265
BFGS:    9 12:02:54     -986.093832        0.0297
BFGS:   10 12:10:48     -986.093731        0.0499
BFGS:   11 12:14:56     -986.093914        0.0382
BFGS:   12 12:36:07     -985.723344        2.6183
BFGS:   13 12:57:15     -986.094085        0.0649
BFGS:   14 13:05:09     -986.094221        0.0214
BFGS:   15 13:12:08     -986.094296        0.0219
BFGS:   16 13:22:53     -986.094420        0.1250
BFGS:   17 13:29:51     -986.094622        0.0497
BFGS:   18 13:36:50     -986.094714        0.0225
BFGS:   19 13:45:41     -986.094872        0.0578
BFGS:   20 13:52:39     -986.094995        0.0423
BFGS:   21 14:04:22     -986.095265        0.0257
BFGS:   22 14:09:27     -986.095350        0.0298
BFGS:   23 14:21:08     -986.088754        0.4668
BFGS:   24 14:32:51     -986.095533        0.0511
BFGS:   25 14:37:55     -986.095624        0.0571
BFGS:   26 14:53:24     -986.064398        0.8667
BFGS:   27 15:08:54     -986.095532        0.1382
BFGS:   28 15:20:35     -986.094903        0.1095
BFGS:   29 15:31:19     -986.095867        0.0241
BFGS:   30 15:38:18     -986.095914        0.0269
BFGS:   31 15:45:16     -986.095933        0.0307
BFGS:   32 15:49:24     -986.095980        0.0266
BFGS:   33 15:58:17     -986.095782        0.0900
BFGS:   34 16:06:11     -986.096058        0.0174
BFGS:   35 16:10:19     -986.096084        0.0299
BFGS:   36 16:17:18     -986.096000        0.0531
BFGS:   37 16:22:23     -986.096128        0.0469
BFGS:   38 16:36:54     -986.076473        0.7391
BFGS:   39 16:51:28     -986.096113        0.0245
BFGS:   40 16:55:36     -986.096166        0.0239
BFGS:   41 17:11:04     -985.946557        1.1364
BFGS:   42 17:28:26     -986.096138        0.0325
BFGS:   43 17:33:31     -986.096177        0.0225
BFGS:   44 17:38:35     -986.096084        0.0244
BFGS:   45 17:46:31     -986.095925        0.0613
BFGS:   46 17:51:35     -986.096129        0.0789
BFGS:   47 18:13:41     -985.965007        0.9409
BFGS:   48 18:31:04     -986.096187        0.0418
BFGS:   49 18:37:06     -986.096217        0.0321
BFGS:   50 18:45:57     -986.095678        0.1560
BFGS:   51 18:53:52     -986.096271        0.0226
BFGS:   52 18:58:00     -986.096286        0.0206
BFGS:   53 19:11:35     -986.069869        0.7772
BFGS:   54 19:26:08     -986.096300        0.0325
BFGS:   55 19:30:16     -986.096308        0.0354
BFGS:   56 19:35:21     -986.096221        0.0378
BFGS:   57 19:44:13     -986.095187        0.1774
BFGS:   58 19:53:05     -986.096207        0.0549
BFGS:   59 20:00:03     -986.096324        0.0252
BFGS:   60 20:07:01     -986.096287        0.0410
BFGS:   61 20:11:09     -986.096355        0.0390
BFGS:   62 20:18:07     -986.096239        0.0490
BFGS:   63 20:22:15     -986.096343        0.0523
BFGS:   64 20:33:58     -986.096080        0.1039
BFGS:   65 20:41:53     -986.096375        0.0308
BFGS:   66 20:46:00     -986.096394        0.0215
BFGS:   67 20:55:49     -986.095951        0.1198
BFGS:   68 21:04:40     -986.096398        0.0173
BFGS:   69 21:08:48     -986.096408        0.0283
BFGS:   70 21:17:40     -986.095768        0.1123
BFGS:   71 21:26:32     -986.096424        0.0280
BFGS:   72 21:30:40     -986.096434        0.0191
BFGS:   73 21:35:45     -986.096399        0.0327
BFGS:   74 21:46:30     -986.094454        0.2090
BFGS:   75 21:57:16     -986.096388        0.0453
BFGS:   76 22:02:20     -986.096491        0.0345
BFGS:   77 22:17:50     -986.062694        0.7666
BFGS:   78 22:32:21     -986.096306        0.0584
BFGS:   79 22:39:20     -986.096412        0.0449
BFGS:   80 22:44:25     -986.096444        0.0358
BFGS:   81 22:51:24     -986.096375        0.0562
BFGS:   82 22:55:32     -986.096445        0.0608
BFGS:   83 23:06:17     -986.094883        0.2874
BFGS:   84 23:18:00     -986.096469        0.0223
BFGS:   85 23:22:08     -986.096484        0.0209
BFGS:   86 23:30:03     -986.096404        0.0755
BFGS:   87 23:35:08     -986.096507        0.0580
BFGS:   88 23:44:01     -986.095997        0.1529
BFGS:   89 23:50:59     -986.096498        0.0231
BFGS:   90 23:56:05     -986.096516        0.0213
BFGS:   91 00:04:01     -986.096175        0.1214
BFGS:   92 00:11:56     -986.096519        0.0298
BFGS:   93 00:16:04     -986.096539        0.0215
BFGS:   94 00:30:36     -986.056755        1.0353
BFGS:   95 00:45:10     -986.096514        0.0256
BFGS:   96 00:50:15     -986.096514        0.0332
BFGS:   97 00:54:23     -986.096507        0.0345
BFGS:   98 00:58:31     -986.096524        0.0293
BFGS:   99 01:12:07     -986.085762        0.4201
