      Step     Time          Energy         fmax
BFGS:    0 11:09:03     -970.829861        0.4646
BFGS:    1 11:22:30     -970.862307        0.2875
BFGS:    2 11:43:01     -970.910797        0.5546
BFGS:    3 12:01:11     -970.939424        0.3286
BFGS:    4 12:15:48     -970.954981        0.1946
BFGS:    5 12:31:36     -970.965020        0.1477
BFGS:    6 12:46:12     -970.977691        0.1937
BFGS:    7 13:00:49     -970.986159        0.1758
BFGS:    8 13:17:46     -970.999748        0.1539
BFGS:    9 13:32:22     -971.005154        0.1299
BFGS:   10 13:49:19     -971.013314        0.1475
BFGS:   11 14:06:19     -971.020383        0.1285
BFGS:   12 14:19:44     -971.025365        0.1141
BFGS:   13 14:34:21     -971.029761        0.0955
BFGS:   14 14:47:47     -971.033235        0.0923
BFGS:   15 15:01:12     -971.036537        0.1165
BFGS:   16 15:12:17     -971.038937        0.0853
BFGS:   17 15:25:42     -971.041996        0.0835
BFGS:   18 15:39:08     -971.043735        0.0795
BFGS:   19 15:50:12     -971.045262        0.0678
BFGS:   20 16:01:16     -971.047058        0.0638
BFGS:   21 16:14:41     -971.048916        0.0572
BFGS:   22 16:28:08     -971.049811        0.0539
BFGS:   23 16:39:11     -971.051091        0.0441
BFGS:   24 16:52:37     -971.052044        0.0409
BFGS:   25 17:04:54     -971.052836        0.0429
BFGS:   26 17:14:47     -971.053364        0.0334
BFGS:   27 17:24:40     -971.053952        0.0355
BFGS:   28 17:35:44     -971.054322        0.0357
BFGS:   29 17:46:47     -971.054795        0.0360
BFGS:   30 17:56:40     -971.055153        0.0336
BFGS:   31 18:10:04     -971.055554        0.0287
BFGS:   32 18:16:25     -971.055749        0.0319
BFGS:   33 18:32:11     -971.053892        0.1006
BFGS:   34 18:45:37     -971.056165        0.0282
BFGS:   35 18:51:59     -971.056311        0.0410
BFGS:   36 19:14:46     -971.025840        0.3651
BFGS:   37 19:37:38     -971.056355        0.0311
BFGS:   38 19:43:59     -971.056526        0.0286
BFGS:   39 20:05:36     -971.008956        0.8982
BFGS:   40 20:24:54     -971.056367        0.0431
BFGS:   41 20:35:58     -971.056592        0.0519
BFGS:   42 20:42:19     -971.056717        0.0356
BFGS:   43 21:01:37     -971.012684        1.2838
BFGS:   44 21:24:24     -971.049990        0.6524
BFGS:   45 21:42:32     -971.056322        0.1221
BFGS:   46 21:53:35     -971.056570        0.0325
BFGS:   47 22:04:39     -971.056668        0.0293
BFGS:   48 22:14:33     -971.056919        0.0460
BFGS:   49 22:20:54     -971.057001        0.0268
BFGS:   50 22:36:41     -971.056547        0.1836
BFGS:   51 22:52:29     -971.057084        0.0179
BFGS:   52 22:57:40     -971.057134        0.0178
BFGS:   53 23:08:45     -971.057031        0.0566
BFGS:   54 23:15:08     -971.057189        0.0483
BFGS:   55 23:30:58     -971.047241        0.4674
BFGS:   56 23:47:58     -971.057145        0.0359
BFGS:   57 23:54:21     -971.057232        0.0272
BFGS:   58 00:08:59     -971.056720        0.1016
BFGS:   59 00:20:05     -971.057216        0.0204
BFGS:   60 00:25:17     -971.057250        0.0179
BFGS:   61 00:31:39     -971.057216        0.0404
BFGS:   62 00:41:34     -971.056940        0.1083
BFGS:   63 00:47:57     -971.057239        0.0706
BFGS:   64 01:09:39     -971.045591        0.7838
BFGS:   65 01:30:10     -971.057150        0.0462
BFGS:   66 01:38:54     -971.057282        0.0176
BFGS:   67 01:47:39     -971.057306        0.0146
BFGS:   68 01:52:51     -971.057315        0.0159
BFGS:   69 02:14:36     -970.972892        1.0108
BFGS:   70 02:32:46     -971.057249        0.0431
BFGS:   71 02:41:29     -971.057265        0.0228
BFGS:   72 02:46:40     -971.057330        0.0204
BFGS:   73 02:58:57     -971.056442        0.1148
BFGS:   74 03:10:03     -971.057361        0.0227
BFGS:   75 03:15:14     -971.057370        0.0136
BFGS:   76 03:29:52     -971.056540        0.2130
BFGS:   77 03:42:11     -971.057374        0.0144
BFGS:   78 03:47:23     -971.057384        0.0127
BFGS:   79 03:56:05     -971.057213        0.0343
BFGS:   80 04:04:49     -971.057392        0.0125
BFGS:   81 04:10:01     -971.057400        0.0142
BFGS:   82 04:16:24     -971.057364        0.0163
BFGS:   83 04:25:07     -971.057228        0.0201
BFGS:   84 04:30:18     -971.057350        0.0362
BFGS:   85 04:39:01     -971.057371        0.0218
BFGS:   86 04:44:13     -971.057402        0.0154
BFGS:   87 04:55:18     -971.056749        0.1037
BFGS:   88 05:05:13     -971.057400        0.0140
BFGS:   89 05:11:35     -971.057415        0.0140
BFGS:   90 05:22:40     -971.056989        0.0684
BFGS:   91 05:32:34     -971.057410        0.0112
BFGS:   92 05:37:45     -971.057417        0.0149
BFGS:   93 06:00:37     -970.792250        1.4786
BFGS:   94 06:24:43     -971.056945        0.1441
BFGS:   95 06:35:48     -971.057288        0.0282
BFGS:   96 06:41:01     -971.057349        0.0321
BFGS:   97 06:50:55     -971.057255        0.0403
BFGS:   98 06:57:17     -971.057378        0.0341
BFGS:   99 07:24:54     -970.866027        1.2795
      Step     Time          Energy         fmax
BFGS:    0 07:51:26     -971.057067        0.0568
BFGS:    1 08:06:04     -971.057324        0.0279
BFGS:    2 08:12:26     -971.057408        0.0178
BFGS:    3 08:31:49     -971.036841        0.4499
BFGS:    4 08:51:10     -971.057406        0.0327
BFGS:    5 08:58:44     -971.057474        0.0207
BFGS:    6 09:12:15     -971.053848        0.1929
BFGS:    7 09:25:42     -971.057497        0.0073
